date,sampleType,PTotal,NTotal,TSS,NTU,NTULab,height,flow,temp,EC,turbidity,quantileFlow,eventDirection,eventDistance,df50,df75,df90,df95,df99
2/20/2005 13:52,W,0.058,1.43,37,50.3,50.3,0.5255,224.80225,23.975,NA,17.625,0,0,0,201.8212809,207.4163675,232.97844,271.9364521,341.4170611
2/21/2005 8:11,C,0.291,2.6,500,725,725,1.66525,6856.29725,21.45,NA,22.925,1,2,419,1083.963074,588.8174435,373.466064,340.0415459,363.3756162
3/1/2005 13:51,S,0.04,0.89,23,26.6,26.6,0.59725,340.86025,27.25,NA,14.7,0,0,0,400.8354271,594.1439729,639.8973622,545.5531285,455.7508773
3/14/2005 9:07,R,0.028,0.49,16,14.3,14.3,0.6375,414.698,24.55,NA,11.6,0,0,0,409.0475248,416.9315782,466.3656195,475.0854166,435.0979225
3/31/2005 9:42,S,0.024,0.53,13,12.7,12.7,0.665,471.39975,18.225,NA,8.8,1,1,88,436.7277069,416.9088343,410.5395982,428.7342378,425.897802
4/11/2005 11:41,R,0.036,0.52,16,14.3,14.3,0.59125,330.062,21.85,NA,11.7,0,0,0,244.3816469,316.5972896,376.6847317,406.0370813,423.9952814
4/28/2005 16:00,S,0.022,0.44,7,8.4,8.4,0.277,21.05125,21.3,NA,12.9,0,0,0,28.07869381,51.85770488,132.8406113,225.1207735,351.7994335
5/10/2005 9:58,R,0.02,0.41,5,8.2,8.2,0.17675,4.09575,14.35,NA,14.325,0,0,0,4.334027698,7.259076993,43.97190997,125.7090489,293.5565325
5/24/2005 16:35,S,0.019,0.48,27,7.4,7.4,0.6455,430.613,13.2,NA,11.9,0,0,0,413.4007469,386.3489155,275.2127176,221.1603841,244.1553061
6/8/2005 16:59,R,0.019,0.38,3,6.5,6.5,0.531,232.2275,11.3,NA,10.1,0,0,0,281.8951724,333.0051312,350.7484893,307.0751448,263.0519458
6/23/2005 12:56,S,0.015,0.37,4,4.9,4.9,0.4975,187.1745,8.925,NA,10.4,0,0,0,174.2047024,164.8819717,195.3755238,222.9688763,221.9087381
7/1/2005 10:18,C,0.193,1.53,152,153,153,1.1185,2282.179,12.2,NA,11.275,1,1,2056,402.969924,260.7762581,212.2210588,219.0450452,207.3741914
7/3/2005 14:46,R,0.091,1.105,60,58.35,58.35,1.1165,2268.8775,10.45,NA,17.2,1,2,2056,2667.138875,1669.253317,835.8841559,543.1666439,323.0445441
7/3/2005 10:00,C,0.092,1.43,56,62.8,62.8,1.07675,2040.62375,11.1,NA,17.25,1,2,2056,2608.390242,1690.822618,858.4256641,556.9084408,328.4887392
7/18/2005 14:28,C,0.089,0.85,47,31.2,31.2,0.7685,719.60025,NA,NA,NA,0,0,0,849.8492324,998.3069776,992.7328957,815.9181353,521.1151384
7/21/2005 14:31,S,0.025,0.83,6,9.6,9.6,0.72575,610.11775,NA,NA,NA,0,0,0,652.28302,786.634265,896.1765665,791.7235813,538.5298876
8/2/2005 13:47,R,0.025,0.55,6,7.6,7.6,0.69575,539.732,NA,NA,NA,0,0,0,521.8360524,525.4835337,617.9517366,663.0536982,576.9163097
8/18/2005 15:08,S,0.027,0.43,5,10.2,10.2,0.668,477.7125,11.425,NA,11.275,0,0,0,459.7688954,459.7990163,497.4367873,559.2106856,580.1538094
8/30/2005 10:08,R,0.029,0.45,8,8.7,8.7,0.53175,233.08,13.6,NA,12.7,0,0,0,267.9529498,314.7723926,389.9019218,468.0715569,554.4801423
9/22/2005 9:07,S,0.024,0.43,8,7.2,7.2,0.58375,316.17175,15.5,NA,21.3,0,0,0,199.9079445,154.7694243,151.178735,228.698509,459.6573471
9/28/2005 11:23,R,0.032,0.7,16,12.3,12.3,0.67475,492.21,17.15,NA,21.25,0,0,0,451.0774205,376.0706611,270.3035453,268.5377925,389.0044505
9/29/2005 13:55,C,0.174,1.64,115,182,182,0.7335,629.51525,17.775,NA,18.325,0,0,0,524.6186303,431.7120228,303.8009015,285.3113995,390.4166361
10/3/2005 13:55,W,0.057,1.16,48,NA,NA,0.7595,696.104,18.25,NA,23.55,0,0,0,1209.663472,1195.292658,785.6581763,559.6026716,471.8139241
10/14/2005 14:30,S,0.028,0.58,12,12.3,12.3,0.6615,463.7135,20.1,NA,24.85,0,0,0,488.6345347,538.4935848,608.4749255,546.7344808,449.8835236
10/25/2005 18:44,R,0.029,0.52,10,10.9,10.9,0.59475,336.46475,22.475,NA,15.2,0,0,0,387.0986622,415.9704144,482.785255,496.0374768,442.8942534
11/30/2005 13:52,R,0.005,0.4,27,18.2,18.2,0.81025,843.2875,18.8,NA,17.575,1,1,11,707.6044674,592.4607162,479.3973991,420.7888691,403.3723688
12/2/2005 14:42,R,0.04,0.8,32,28.1,28.1,1.06625,1983.943,20.3,NA,15.35,1,2,11,2045.972207,1419.075201,857.7595786,623.5250655,480.3392252
12/29/2005 15:17,R,0.01,0.3,10,10.2,10.2,0.35825,57.11325,31.425,NA,18.2,0,0,0,67.60341012,106.0567029,318.8329534,488.5569382,528.8748335
12/30/2005 15:45,A,0.005,0.5,14,27.2,27.2,0.35,52.5005,32.275,NA,18.3,0,0,0,59.4440563,92.30407983,292.037907,466.3867232,520.9787619
1/17/2006 4:50,A,0.17,1.6,460,410,410,1.855,9073.88875,22.925,NA,11.7,1,2,947,1471.519933,840.7700485,483.3634983,439.9821108,480.0686421
1/17/2006 10:50,A,0.06,0.8,880,983,983,2.37225,16781.6125,21.3,NA,13.225,1,2,947,3503.358275,1764.5181,837.7000636,616.5015698,540.5812969
1/17/2006 16:50,A,0.03,0.9,716,736,736,1.954,10362.665,21.975,NA,15.8,1,2,947,4882.122707,2489.601612,1133.982431,766.7308444,592.7713225
1/17/2006 22:50,A,0.21,1.8,496,644,644,2.11425,12615.60675,21.45,NA,12.625,1,1,947,5937.89422,3114.289968,1402.974546,905.1861979,641.3878718
1/18/2006 12:38,R,0.19,1.7,592,642,642,1.961,10455.54525,21.2,NA,12.575,1,2,947,6889.983199,3727.231722,1677.414684,1048.152112,692.0914766
1/18/2006 4:50,A,0.1,1.6,160,181,181,1.61875,6372.09575,21.1,NA,15.4,1,2,947,7072.167172,4101.055082,1889.942286,1165.16129,735.9331518
1/19/2006 9:35,A,0.12,1.3,239,93.1,93.1,2.13675,12952.43925,20,NA,23.475,1,2,947,8450.056378,5366.556236,2573.054633,1541.429338,877.2160836
1/20/2006 9:35,A,0.07,1.1,93,49.2,49.2,1.585,6021.34375,19.975,NA,24,1,2,947,8356.095845,6147.009817,3175.134805,1901.626784,1020.896335
1/20/2006 17:03,A,0.12,1,228,27.6,27.6,1.50775,5257.11,21.725,NA,23.5,1,2,947,7784.194134,6096.259805,3258.697686,1965.60698,1050.486756
1/21/2006 0:03,A,0.12,1,52,20.6,20.6,1.4585,4804.61475,21.6,NA,22.65,1,2,947,7265.995806,6004.581772,3310.175969,2011.103716,1073.006841
1/21/2006 6:03,A,0.13,1,76,41.2,41.2,1.424,4503.20275,21.5,NA,21.525,1,2,947,6847.535237,5909.78171,3344.756242,2045.434423,1090.843154
1/21/2006 12:03,A,0.11,1,51,23,23,1.3685,4043.755,22.85,NA,22.2,1,2,947,6433.430271,5794.515127,3368.320408,2074.302132,1106.914633
1/21/2006 17:03,A,0.13,0.9,12,26.7,26.7,1.299,3510.829,24.4,NA,23.2,1,2,947,6071.028064,5675.105707,3376.477882,2092.610994,1118.406571
1/22/2006 0:03,A,0.1,0.8,28,23.5,23.5,1.22075,2941.583,24.15,NA,24.6,1,2,947,5536.171203,5472.214138,3369.836765,2109.081703,1131.428124
1/22/2006 6:03,A,0.12,1,58,14.4,14.4,1.1695,2597.56675,23.6,NA,25.8,1,2,947,5088.752781,5281.693375,3353.162042,2117.462843,1140.660552
1/22/2006 12:03,A,0.09,1,52,17.1,17.1,1.1305,2353.24825,25.05,NA,27.05,1,2,947,4671.560837,5086.489879,3330.206082,2122.399202,1148.726673
1/22/2006 18:03,A,0.09,0.9,56,15.5,15.5,1.079,2052.207,26.175,NA,28.15,1,2,947,4274.126057,4884.520158,3300.240102,2123.492866,1155.478546
1/23/2006 0:03,A,0.07,0.8,23,21.1,21.1,1.037,1825.0625,25.6,NA,28.6,1,2,947,3897.542186,4678.03013,3264.099767,2121.115743,1161.029572
1/23/2006 6:03,A,0.1,1,66,14.4,14.4,1.0055,1664.417,25.05,NA,28.55,1,2,947,3551.76881,4473.142277,3224.12494,2116.395562,1165.753858
1/23/2006 7:43,A,0.06,0.9,28,13,13,1.004,1657.6745,25,NA,28.55,1,2,947,3497.847619,4439.595415,3217.264377,2115.466178,1166.489345
1/23/2006 13:43,A,0.1,1.2,28,13.6,13.6,0.97675,1523.79425,26.85,NA,28.55,1,2,947,3193.674176,4241.664116,3174.914612,2109.032697,1170.588691
1/24/2006 1:43,A,0.06,0.9,40,13.8,13.8,0.9095,1218.442,26.925,NA,28.4,1,2,947,2646.859418,3851.823852,3080.46475,2089.90762,1176.522042
1/24/2006 7:43,A,0.06,0.9,24,12.1,12.1,0.8935,1153.4095,26.35,NA,28.075,1,2,947,2413.188169,3666.321067,3031.036197,2078.513099,1178.785761
1/24/2006 13:43,A,0.07,0.9,28,17,17,0.87725,1086.36075,26.75,NA,27.875,1,2,947,2207.484545,3489.672778,2981.386744,2066.515358,1180.787546
1/24/2006 19:43,A,0.05,0.8,20,13.3,13.3,0.85775,1011.06225,25.75,NA,27.55,1,2,947,2021.732857,3319.717664,2930.944057,2053.63502,1182.429828
2/23/2006 9:58,R,0.04,0.6,25,33,33,0.4225,105.74,26.175,NA,21.6,0,0,0,162.920064,197.6780312,345.1733204,652.9962919,920.9063762
3/30/2006 11:46,R,0.005,0.4,8,10.9,10.9,0.2995,28.78325,22.475,NA,17.7,0,0,0,30.97039126,47.90261374,87.11904474,181.6015587,582.7148941
4/21/2006 9:37,R,0.01,0.4,10,8.2,8.2,0.34475,49.5725,15.4,NA,17,0,0,0,43.85892921,36.34085891,33.27116993,51.97446865,109.5941963
5/18/2006 14:25,D,0.01,0.4,5,6.63,6.63,0.1595,3.14375,17.9,NA,14.7,0,0,0,2.603099452,3.161339041,8.973031455,19.28214774,42.72365714
5/18/2006 13:38,R,0.06,0.4,9,6.63,6.63,0.15725,3.037,17.1,NA,14.95,0,0,0,2.615451759,3.159857516,8.946975356,19.24505379,42.68148015
6/15/2006 14:53,D,0.005,0.3,5,5.7,5.7,0.5365,239.759,8.775,NA,11.1,0,0,0,160.8589182,112.2670266,62.27229253,39.27257062,25.9970095
6/15/2006 16:01,R,0.005,0.3,5,5.7,5.7,0.52925,229.52925,8.3,NA,11.1,0,0,0,164.8410667,115.099262,63.75478652,40.10370362,26.27297788
7/12/2006 16:00,R,0.01,0.6,5,7.32,7.32,0.52775,227.59,9.15,NA,9.7,0,0,0,273.7694059,320.7449481,319.5917029,258.4831612,147.0316746
8/7/2006 14:49,R,0.005,0.6,9,11.9,11.9,0.7925,787.84275,10.675,NA,13.875,1,1,216,626.2249322,627.5997617,622.4276946,541.6220303,359.5194531
9/5/2006 11:04,R,0.005,0.5,20,18.2,18.2,0.69675,542.6555,15.45,NA,10,0,0,0,525.2541526,532.3690728,553.6357247,567.060169,525.5545514
9/7/2006 23:27,A,0.08,0.9,11,28.2,28.2,0.849,980.3985,13.15,NA,9.3,1,1,702,597.9758819,562.5482997,560.1005728,569.1011728,533.9255901
10/3/2006 16:39,R,0.005,0.8,10,10.6,10.6,0.37575,68.87125,23,NA,24.3,0,0,0,73.71999514,90.31162776,216.5916386,352.5058437,499.374744
11/16/2006 12:42,R,0.03,0.4,11,10.7,10.7,0.293,26.4365,21.075,NA,13.4,0,0,0,28.00774845,30.63186933,58.17534005,114.3824485,240.4790567
11/30/2006 15:09,D,0.005,0.6,21,14.9,14.9,0.1275,1.72475,27.4,NA,13.725,0,0,0,1.938574174,3.799072991,17.66360624,55.31237954,155.2381269
11/30/2006 12:22,R,0.005,0.6,21,14.9,14.9,0.12175,1.52425,25.85,NA,14.15,0,0,0,1.912422798,3.722269807,17.45201807,54.89096775,154.2139796
12/28/2006 15:09,R,0.01,0.4,12,9.4,9.4,0.201,6.586,28.725,NA,12.9,0,0,0,6.923817214,4.86520198,3.605852393,12.21170858,57.37075927
2/2/2007 11:12,R,0.02,0.6,8,10.9,10.9,0.11,1.1715,26.45,NA,17.375,0,0,0,1.419845566,1.882964845,3.35410844,5.173359039,6.921093207
2/21/2007 9:45,A,0.05,0.9,30,38.2,38.2,0.87225,1066.28225,25.525,NA,14.075,1,2,3805,811.9950656,553.7815187,286.4456353,161.3894961,64.09104168
2/21/2007 10:50,R,0.06,0.7,22,17.9,17.9,0.8595,1018.6805,25.85,NA,13.8,1,2,3805,817.8789989,559.320883,289.6538022,163.2504171,64.81564686
3/4/2007 10:07,A,0.03875,1.0625,52,41.45,41.45,0.779,749.883,23.675,NA,13.975,0,0,0,1063.444644,1033.892708,747.8365949,493.7281525,221.0732384
3/21/2007 13:46,R,0.04,0.7,27,44.6,44.6,0.72025,597.4045,21.9,NA,14.3,0,0,0,576.110782,560.5690362,625.2883902,581.0368189,371.4869715
4/18/2007 14:51,R,0.08,0.5,18,24.1,24.1,0.697,542.07125,20.6,NA,11.4,0,0,0,528.9772805,516.9169634,509.605403,530.6887015,502.3861042
5/16/2007 11:10,R,0.02,0.6,8,19.7,19.7,0.69025,526.428,15.15,NA,8.9,0,0,0,507.7900238,512.3374473,521.1213249,531.1663038,578.2264005
6/11/2007 9:00,A,0.07,0.8,58,53.1,53.1,1.00025,1683.67975,10.925,NA,11.625,1,1,2289,201.0536407,195.6578495,255.5147625,331.4519695,432.7172314
6/11/2007 12:00,A,0.07,0.7,53,36.6,36.6,1.17425,2629.97325,11.225,NA,11.4,1,1,2289,395.1800392,278.4218993,285.3857703,345.7294816,437.2113599
6/11/2007 15:00,A,0.1,0.8,87,67.8,67.8,1.2135,2888.54775,11.35,NA,11.325,1,1,2289,594.5197989,367.3439614,318.231366,361.5827535,442.2688937
6/11/2007 18:00,A,0.08,0.8,NA,77.6,77.6,1.2185,2923.92275,11.15,NA,11.4,1,2,2289,790.0245621,458.5786192,352.6749996,378.3395313,447.6570234
6/11/2007 21:00,A,0.12,0.9,NA,68.1,68.1,1.1845,2693.09025,10.875,NA,11.6,1,2,2289,954.3877587,540.2663035,384.3288007,393.8307577,452.6384668
6/12/2007 0:00,A,0.08,0.8,NA,51.8,51.8,1.148,2461.417,10.475,NA,11.4,1,2,2289,1085.907599,610.8975305,412.5413806,407.724032,457.1053636
6/12/2007 3:00,A,0.07,0.8,NA,38.3,38.3,1.11325,2251.261,10.125,NA,11.875,1,2,2289,1188.3162,671.2862237,437.5138143,420.1068747,461.0861245
6/12/2007 6:00,A,0.08,0.8,NA,46.4,46.4,1.08025,2059.3005,9.85,NA,13.525,1,2,2289,1265.677336,722.4970248,459.5491599,431.1178412,464.6228378
6/12/2007 9:00,A,0.08,0.8,62,45.4,45.4,1.0515,1901.728,9.85,NA,16.15,1,2,2289,1322.148324,765.7348702,479.0115065,440.9265819,467.7675989
6/12/2007 12:00,A,0.08,0.8,NA,42,42,1.023,1753.69525,10.25,NA,18.825,1,2,2289,1362.646843,802.6459265,496.441655,449.7928558,470.6138759
6/12/2007 15:00,A,0.09,0.8,NA,48.2,48.2,0.991,1591.873,10.55,NA,20.975,1,2,2289,1386.015497,832.3918507,511.4719716,457.5272107,473.0942896
6/13/2007 15:20,R,0.02,0.9,26,36.9,36.9,0.843,956.559,10,NA,21.3,1,2,2289,1266.471435,915.4749291,577.6286485,493.8331496,484.6017304
6/15/2007 15:45,A,0.04,0.6,27,25.1,25.1,0.89,1137.63225,9.2,NA,16.475,1,1,2289,1028.079182,921.4154456,642.8092896,535.6879881,498.4378588
6/15/2007 21:45,A,0.06,0.7,71,52,52,1.47225,4930.2815,9.2,NA,15.475,1,1,2289,1311.500933,1049.537235,697.5697926,564.2082758,508.212363
6/16/2007 0:45,A,0.1,0.9,NA,112,112,1.783,8214.5195,9.125,NA,15.35,1,1,2289,1745.189623,1242.764724,773.6631683,602.7478897,521.4484411
6/16/2007 6:45,A,0.22,1.5,NA,448,448,2.4755,18643.72025,9.2,NA,16.15,1,1,2289,3867.69521,2198.074268,1142.889275,788.3279087,585.2636828
6/16/2007 9:45,A,0.25,1.4,NA,427,427,2.565,20355.67425,9.3,NA,15.9,1,1,2289,5193.418562,2821.044727,1387.460244,911.7784934,627.9014008
6/16/2007 12:45,A,0.23,1.4,427,352,352,2.69475,23007.3405,9.525,NA,15.425,1,1,2289,6571.857389,3491.038549,1654.365566,1047.081028,674.795839
6/16/2007 15:45,A,0.22,2.2,NA,319,319,3.0215,30575.96675,9.7,NA,15.075,1,1,2289,8350.659848,4355.852179,1998.62387,1221.54659,735.2929208
6/16/2007 18:45,A,0.25,1.5,NA,389,389,3.26275,37334.514,9.7,NA,15.15,1,1,2289,10602.7523,5454.59022,2436.394401,1443.448775,812.2828818
6/16/2007 21:45,A,0.28,1.6,NA,496,496,3.4645,43651.703,9.8,NA,15.55,1,1,2289,13148.42118,6718.964235,2944.172573,1701.443183,901.9820917
6/17/2007 0:45,A,0.34,1.6,NA,548,548,3.5595,46845.1055,9.9,NA,15.25,1,1,2289,15888.77827,8111.975389,3509.596493,1989.644345,1002.453792
6/20/2007 3:30,A,0.08,1,51,43.8,43.8,1.60375,6217.38175,10.4,NA,23.125,1,1,2289,10565.68707,10840.69601,6546.622352,3923.978447,1788.417553
6/20/2007 9:35,A,0.05,1.1,49,60.8,60.8,2.12975,12864.45425,10.2,NA,23.575,1,1,2289,10273.20892,10689.74731,6601.017771,3985.37989,1820.934381
6/20/2007 11:15,A,0.123,1.57,NA,163.11,163.11,2.34275,16272.122,10.1,NA,23.6,1,1,2289,10569.74339,10804.89036,6679.246459,4035.593302,1841.970156
6/20/2007 12:35,A,0.07,1.2,108,44.4,44.4,2.47025,18561.6605,10.1,NA,23.6,1,1,2289,10797.25776,10897.31382,6731.308283,4067.146771,1854.706617
6/20/2007 15:35,A,0.13,1.5,222,53.6,53.6,3.038,31013.25625,9.625,NA,23.4,1,1,2289,12139.60129,11463.33749,6995.248108,4215.407847,1911.313128
6/20/2007 18:35,A,0.12,1.4,296,191,191,3.16575,34510.712,9.3,NA,22.525,1,1,2289,13973.40421,12267.50074,7351.627171,4410.255041,1984.08866
6/21/2007 3:35,A,0.25,2,209,226,226,2.9915,29785.72275,8.8,NA,19.15,1,2,2289,18065.6018,14277.48028,8304.898626,4943.604898,2186.912667
6/21/2007 6:35,A,0.1,1.2,168,183,183,2.9365,28446.067,8.7,NA,19.3,1,2,2289,18977.56394,14799.59239,8576.532829,5100.321436,2247.932425
6/21/2007 9:35,A,0.12,1.3,185,104,104,2.74225,24021.1425,8.5,NA,19.075,1,2,2289,19528.12238,15182.11399,8799.804611,5233.853966,2301.306413
6/21/2007 12:35,A,0.11,1.1,157,97.9,97.9,2.52975,19676.48975,8.5,NA,19.075,1,2,2289,19655.89872,15390.5688,8960.660683,5337.063284,2344.545824
6/27/2007 7:50,A,0.1,1.1,92,75.5,75.5,2.29675,15500.7275,8.5,NA,22.5,1,1,2289,4045.383525,6212.42721,6952.480838,5202.347386,2677.688524
6/27/2007 10:50,A,0.12,1.1,104,121,121,2.907,27761.11925,8.5,NA,23.175,1,1,2289,5657.750066,6820.344307,7167.740261,5320.681713,2725.591628
6/27/2007 13:50,A,0.17,1.2,218,286,286,2.99775,29950.406,8.6,NA,20.575,1,2,2289,7726.850393,7659.977898,7474.293669,5484.918031,2789.378741
6/27/2007 16:50,A,0.31,1.4,120,289,289,2.80525,25403.53675,8.6,NA,19.375,1,2,2289,9307.727269,8335.698044,7727.170654,5623.51612,2844.691971
6/27/2007 19:50,A,0.44,1.6,336,433,433,2.66825,22446.14975,8.6,NA,18.6,1,2,2289,10463.40027,8862.179059,7930.249692,5738.195604,2892.06428
6/27/2007 22:50,A,0.45,1.6,NA,515,515,2.62075,21470.133,8.6,NA,17.85,1,2,2289,11396.16155,9315.807807,8110.536193,5842.164972,2935.979674
6/28/2007 1:50,A,0.39,1.3,NA,470,470,2.637,21798.66375,8.6,NA,17.2,1,2,2289,12252.95273,9753.871147,8288.607039,5945.539371,2979.888424
6/28/2007 4:50,A,0.23,1.2,NA,355,355,2.651,22086.052,8.55,NA,17.225,1,2,2289,13068.50893,10189.22051,8469.082515,6050.601687,3024.570546
6/28/2007 7:50,A,0.24,1.3,212,240,240,2.61525,21363.78475,8.5,NA,17.975,1,2,2289,13776.26335,10592.23026,8640.930745,6151.892837,3068.150752
6/28/2007 10:50,A,0.15,1.9,184,195,195,2.55825,20223.1775,8.4,NA,18.8,1,2,2289,14344.48646,10946.68403,8797.825685,6246.246142,3109.536214
6/28/2007 13:50,A,0.23,1.1,258,236,236,2.474,18617.02875,8.4,NA,19.45,1,2,2289,14747.92877,11238.62132,8934.155288,6330.829722,3147.751317
6/29/2007 16:11,S,0.05,1.1,72,106,106,2.408,17414.1295,8.9,NA,20.6,1,2,2289,15458.60223,12550.00867,9718.770659,6882.132461,3425.115895
7/11/2007 16:36,R,0.05,1.2,27,NA,NA,1.46225,4838.438,9.425,NA,22.025,1,2,2289,4410.054934,3806.638936,5364.072806,5517.435985,3814.899428
8/7/2007 10:40,R,0.005,0.6,4,8.42,8.42,0.7535,680.91575,9.65,NA,16.9,0,0,0,670.3741396,702.6712272,1109.752393,2128.185313,3284.358447
